Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,AST,HST,AvgLast5AwayGoalsScored,AvgLast5HomeCorners,HF,AS,AF,AvgAwayGoalsConceded,AvgAwayGoalsScored,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,B365AHA,MaxC_gt_2.5,AvgLast5HomeGoalsScored,B365C_gt_2.5,B365CAHA,AwayOver2.5Perc,HY,MaxC_lt_2.5,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,Last5AwayOver2.5Perc,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2023-08-13,E0,14:00,Brentford,Tottenham,D,D,R Jones,2023/2024,6,6,2.0,3.0,12,18,13,1.79,1.89,4.84,100.0,6.0,1.87,1.78,2.0,1.73,2.02,73.68,1,2.29,1.92,10.53,68.42,2.0,5.39,11,6.0,9.0,3.0,5.14,100.0,2.0,1,0
2023-08-26,E0,12:30,Bournemouth,Tottenham,A,A,T Robinson,2023/2024,6,3,2.0,8.0,18,17,11,1.79,1.89,7.05,0.0,3.0,1.94,1.61,0.5,1.57,2.09,73.68,1,2.63,1.99,11.86,63.16,1.0,4.85,11,4.0,12.0,4.5,7.01,50.0,1.5,0,0
2023-09-02,E0,15:00,Burnley,Tottenham,A,A,D England,2023/2024,10,4,3.0,5.67,15,20,9,1.79,1.89,5.58,100.0,5.0,1.9,1.73,1.0,1.67,2.05,73.68,4,2.29,1.92,11.05,57.89,1.33,5.0,16,4.0,9.67,5.33,6.05,66.67,3.67,1,1
2023-09-24,E0,14:00,Arsenal,Tottenham,D,D,R Jones,2023/2024,5,6,2.75,9.75,12,13,19,1.79,1.89,6.79,100.0,3.25,2.03,1.59,2.25,1.53,1.85,73.68,3,2.67,2.06,11.5,73.68,1.5,4.23,13,4.0,13.75,6.75,7.27,75.0,1.5,1,1
2023-10-07,E0,12:30,Luton,Tottenham,A,D,J Brooks,2023/2024,4,2,2.4,7.75,16,15,7,1.79,1.89,6.63,50.0,4.75,2.02,1.53,0.75,1.48,2.02,73.68,2,2.83,2.07,11.97,68.42,1.2,5.03,12,4.4,12.15,6.4,6.94,60.0,1.5,0,1
2023-10-27,E0,20:00,Crystal Palace,Tottenham,A,D,A Madley,2023/2024,1,3,2.4,4.4,19,10,11,1.79,1.89,5.42,40.0,4.2,2.04,2.0,0.8,1.92,2.06,73.68,2,2.04,2.07,10.73,63.16,1.0,4.63,13,3.6,8.0,8.0,6.1,60.0,1.0,1,1
2023-11-11,E0,12:30,Wolves,Tottenham,H,A,T Robinson,2023/2024,2,4,2.2,5.0,19,6,15,1.79,1.89,5.21,80.0,6.0,1.96,1.97,1.6,1.89,2.02,73.68,4,2.36,2.0,11.23,63.16,1.4,5.08,17,3.8,8.8,9.0,6.15,80.0,1.6,1,1
2023-12-03,E0,16:30,Man City,Tottenham,D,H,S Hooper,2023/2024,4,4,1.8,7.8,14,8,14,1.79,1.89,8.16,60.0,4.6,1.94,1.35,2.8,1.29,1.82,73.68,4,3.65,2.0,12.5,57.89,1.6,4.39,18,4.6,12.4,9.6,8.11,80.0,1.2,1,1
2023-12-15,E0,20:00,Nott'm Forest,Tottenham,A,A,J Gillett,2023/2024,6,1,1.8,4.0,16,12,11,1.79,1.89,4.32,40.0,4.6,1.99,1.76,1.2,1.7,1.85,73.68,2,2.4,2.01,10.75,52.63,1.2,5.23,15,4.6,8.6,8.6,5.52,60.0,1.6,0,0
2023-12-28,E0,19:30,Brighton,Tottenham,H,H,J Gillett,2023/2024,3,9,2.0,7.2,18,19,6,1.79,1.89,7.05,40.0,3.2,1.95,1.48,1.8,1.44,2.04,73.68,3,2.96,2.01,11.92,57.89,2.0,4.54,15,4.6,11.8,9.0,7.38,80.0,1.2,1,1
2024-01-14,E0,16:30,Man United,Tottenham,D,H,J Brooks,2023/2024,6,2,2.0,8.8,8,16,5,1.79,1.89,7.84,80.0,6.0,1.95,1.51,1.6,1.48,1.89,73.68,2,2.97,1.97,13.65,68.42,2.2,5.74,9,6.8,15.6,8.4,7.91,80.0,1.6,1,1
2024-02-03,E0,12:30,Everton,Tottenham,D,A,M Oliver,2023/2024,6,5,2.2,6.0,8,9,14,1.79,1.89,5.11,60.0,4.8,2.04,1.7,1.6,1.62,2.01,73.68,3,2.38,2.06,11.51,36.84,2.2,5.42,14,7.2,13.2,8.0,6.09,80.0,1.0,1,1
2024-03-10,E0,13:00,Aston Villa,Tottenham,A,D,C Kavanagh,2023/2024,5,1,2.4,7.4,11,9,15,1.79,1.89,6.0,100.0,4.6,2.07,1.42,1.8,1.36,2.03,73.68,0,3.23,2.07,11.5,78.95,1.6,4.86,10,6.4,13.8,7.2,6.64,80.0,2.6,1,0
2024-03-16,E0,17:30,Fulham,Tottenham,H,H,R Jones,2023/2024,5,7,2.0,5.2,9,14,10,1.79,1.89,5.89,80.0,7.0,2.01,1.5,2.0,1.44,2.04,73.68,2,2.84,2.05,11.74,63.16,2.2,5.42,16,6.6,11.8,6.8,6.32,100.0,0.6,1,0
2024-04-02,E0,20:15,West Ham,Tottenham,D,D,J Brooks,2023/2024,4,4,1.8,4.6,13,13,9,1.79,1.89,4.68,60.0,6.6,2.04,1.44,1.6,1.4,2.0,73.68,1,3.15,2.05,11.11,52.63,1.6,5.47,11,6.4,11.0,7.2,5.64,80.0,2.4,0,1
2024-04-13,E0,12:30,Newcastle,Tottenham,H,H,T Robinson,2023/2024,2,5,1.4,6.6,14,11,12,1.79,1.89,5.89,80.0,3.4,2.06,1.38,2.8,1.33,1.88,73.68,0,3.5,2.09,11.44,68.42,2.0,4.78,18,4.4,11.0,8.8,6.66,80.0,1.2,1,1
2024-05-02,E0,19:30,Chelsea,Tottenham,H,H,R Jones,2023/2024,3,5,1.0,6.4,12,19,16,1.79,1.89,6.11,80.0,5.6,1.95,1.35,3.4,1.33,2.03,73.68,0,3.7,1.98,11.78,63.16,2.0,5.12,16,5.2,11.6,7.8,6.66,60.0,1.4,0,1
2024-05-05,E0,16:30,Liverpool,Tottenham,H,H,P Tierney,2023/2024,6,13,0.6,9.4,14,11,12,1.79,1.89,8.58,60.0,2.6,1.95,1.29,2.0,1.25,1.8,73.68,1,4.33,1.95,12.74,68.42,2.8,4.38,25,5.0,14.4,8.2,8.36,60.0,1.2,1,1
2024-05-19,E0,16:00,Sheffield United,Tottenham,A,A,A Madley,2023/2024,9,1,1.2,5.4,11,18,9,1.79,1.89,4.11,100.0,6.4,1.88,1.3,1.4,1.29,1.87,73.68,2,4.0,1.9,11.01,84.21,2.2,5.55,6,5.2,10.6,7.8,5.46,60.0,3.0,1,0
2024-08-19,E0,20:00,Leicester,Tottenham,D,A,C Kavanagh,2024/2025,7,3,1.0,2.0,11,15,12,1.58,1.53,4.21,0.0,13.0,2.07,1.57,1.0,1.57,1.9,52.63,1,2.62,2.09,11.15,47.37,1.0,7.12,7,13.0,15.0,2.0,4.03,0.0,1.0,0,1
2024-09-01,E0,13:30,Newcastle,Tottenham,H,H,R Jones,2024/2025,6,3,1.0,5.0,16,20,13,1.58,1.53,6.21,50.0,12.0,1.95,1.42,1.5,1.4,2.04,52.63,4,3.14,2.0,12.57,63.16,1.5,6.89,9,12.5,17.5,4.5,5.68,50.0,0.5,1,1
2024-09-29,E0,16:30,Man United,Tottenham,A,A,C Kavanagh,2024/2025,10,2,1.67,5.67,16,24,14,1.58,1.53,5.58,66.67,4.33,1.82,1.46,0.33,1.44,2.06,52.63,5,2.96,1.85,10.82,52.63,1.0,5.4,11,9.33,15.0,4.67,5.42,66.67,2.0,1,0
2024-10-06,E0,16:30,Brighton,Tottenham,H,A,D Coote,2024/2025,3,4,1.75,6.5,14,13,10,1.58,1.53,4.79,75.0,3.5,1.97,1.43,1.75,1.4,1.99,52.63,2,3.14,1.99,10.46,68.42,1.5,5.41,11,8.75,15.25,4.5,5.05,75.0,1.25,1,1
2024-10-27,E0,14:00,Crystal Palace,Tottenham,H,H,D Bond,2024/2025,3,6,1.4,4.6,16,11,12,1.58,1.53,4.58,20.0,6.4,1.86,1.56,0.6,1.5,1.95,52.63,4,2.75,1.89,10.93,47.37,1.4,6.12,14,8.6,13.2,5.2,4.81,60.0,1.0,0,1
2024-11-23,E0,17:30,Man City,Tottenham,A,A,J Brooks,2024/2025,7,5,2.0,9.8,19,9,9,1.58,1.53,7.0,80.0,2.4,1.92,1.35,1.6,1.33,1.87,52.63,4,3.71,1.94,11.5,73.68,1.2,4.69,23,6.6,16.4,6.6,6.81,80.0,1.8,1,1
2024-12-05,E0,20:15,Bournemouth,Tottenham,H,H,S Hooper,2024/2025,4,8,1.8,5.8,15,12,8,1.58,1.53,6.32,60.0,5.4,1.86,1.47,1.8,1.44,1.98,52.63,2,2.96,1.88,11.48,31.58,1.0,5.49,21,6.0,11.8,6.2,5.99,60.0,0.8,0,1
2024-12-15,E0,19:00,Southampton,Tottenham,A,A,D England,2024/2025,9,3,2.2,4.6,8,18,15,1.58,1.53,3.16,80.0,6.8,1.85,1.33,1.2,1.25,1.98,52.63,1,4.14,1.9,10.3,68.42,1.0,6.23,9,6.4,11.0,5.6,4.07,60.0,3.2,1,0
2024-12-26,E0,15:00,Nott'm Forest,Tottenham,H,H,C Pawson,2024/2025,4,3,1.8,5.8,12,13,13,1.58,1.53,4.26,60.0,5.6,1.84,1.44,1.6,1.4,2.02,52.63,3,3.14,1.85,10.56,31.58,0.6,5.8,10,6.4,12.2,5.2,4.76,40.0,0.8,0,0
2025-01-15,E0,20:00,Arsenal,Tottenham,H,H,S Hooper,2024/2025,2,4,2.0,8.8,16,10,9,1.58,1.53,7.42,40.0,1.6,2.05,1.58,1.6,1.5,2.06,52.63,3,2.7,2.06,11.35,52.63,0.8,4.51,14,5.6,14.4,5.6,6.84,60.0,0.2,1,1
2025-01-19,E0,14:00,Everton,Tottenham,H,H,D England,2024/2025,6,6,1.6,4.2,14,11,14,1.58,1.53,4.26,40.0,5.2,2.08,1.88,1.4,1.87,2.08,52.63,2,2.1,2.08,10.15,47.37,1.4,5.63,12,6.6,10.8,4.4,4.52,60.0,1.0,1,1
2025-02-02,E0,14:00,Brentford,Tottenham,A,A,J Gillett,2024/2025,2,4,2.0,5.8,4,13,11,1.58,1.53,5.16,40.0,6.2,2.03,1.37,0.6,1.29,1.92,52.63,0,3.8,2.05,10.89,63.16,1.2,5.62,20,5.4,11.2,5.4,5.27,60.0,2.2,0,1
2025-02-22,E0,15:00,Ipswich,Tottenham,A,A,T Robinson,2024/2025,6,5,1.8,2.8,15,10,14,1.58,1.53,4.11,60.0,5.8,1.9,1.54,0.8,1.5,2.05,52.63,2,2.77,1.92,10.11,52.63,1.4,5.67,17,5.2,8.0,5.8,4.44,60.0,2.8,1,0
2025-03-16,E0,13:30,Fulham,Tottenham,H,D,A Madley,2024/2025,4,4,1.8,6.6,13,12,10,1.58,1.53,5.32,40.0,3.6,1.87,1.72,1.2,1.67,2.06,52.63,0,2.35,1.9,10.6,63.16,1.6,5.04,13,4.8,11.4,6.6,5.56,60.0,1.2,0,1
2025-04-03,E0,20:00,Chelsea,Tottenham,H,D,C Pawson,2024/2025,2,5,1.6,5.4,7,8,16,1.58,1.53,6.47,60.0,3.8,1.83,1.5,2.2,1.44,2.03,52.63,5,2.95,1.84,10.81,57.89,1.4,4.86,11,5.2,10.6,5.4,5.95,40.0,0.4,0,0
2025-04-13,E0,14:00,Wolves,Tottenham,H,H,A Taylor,2024/2025,4,5,1.6,3.8,12,11,15,1.58,1.53,3.89,40.0,4.8,1.95,1.9,1.8,1.8,1.92,52.63,1,2.1,1.95,9.75,57.89,1.6,5.42,13,4.4,8.2,5.0,4.33,40.0,1.0,1,0
2025-04-27,E0,16:30,Liverpool,Tottenham,H,H,T Bramall,2024/2025,3,8,1.4,7.8,16,8,9,1.58,1.53,6.53,60.0,3.2,2.03,1.32,2.6,1.3,2.04,52.63,2,4.1,2.04,11.03,63.16,2.6,4.88,25,4.2,12.0,4.6,6.15,60.0,0.6,1,0
2025-05-04,E0,14:00,West Ham,Tottenham,D,D,M Oliver,2024/2025,2,2,0.8,2.6,18,7,15,1.58,1.53,4.63,20.0,4.4,2.05,1.61,1.2,1.57,2.06,52.63,2,2.5,2.09,9.68,57.89,2.6,5.16,11,4.0,6.6,4.0,4.52,40.0,1.0,0,0
2025-05-16,E0,19:30,Aston Villa,Tottenham,H,D,P Bankes,2024/2025,1,7,0.8,5.4,5,3,12,1.58,1.53,7.47,60.0,3.6,2.02,1.37,2.2,1.36,2.01,52.63,1,3.4,2.03,11.04,57.89,2.6,4.62,18,3.2,8.6,4.6,6.42,40.0,0.6,0,0
2025-08-23,E0,12:30,Man City,Tottenham,A,A,P Bankes,2025/2026,5,4,2.0,7.0,7,12,12,1.42,1.67,7.08,0.0,2.0,1.77,1.53,0.0,1.5,1.87,75.0,1,2.75,1.86,10.28,58.33,0.0,3.9,10,2.0,9.0,7.0,6.38,0.0,2.0,0,0
2025-09-13,E0,17:30,West Ham,Tottenham,A,D,J Gillett,2025/2026,5,4,2.5,4.5,8,14,7,1.42,1.67,5.67,100.0,9.0,1.83,1.8,0.5,1.73,1.93,75.0,0,2.15,1.83,10.87,75.0,0.0,5.77,7,7.5,12.0,4.5,5.1,50.0,4.0,1,1
2025-09-20,E0,15:00,Brighton,Tottenham,D,H,C Kavanagh,2025/2026,3,4,2.33,3.0,10,11,13,1.42,1.67,5.55,66.67,5.0,1.88,1.68,1.67,1.67,2.0,75.0,1,2.3,1.88,10.11,54.55,0.67,5.31,12,8.33,11.33,3.67,4.8,66.67,1.33,1,1
2025-10-04,E0,12:30,Leeds,Tottenham,A,D,T Bramall,2025/2026,3,4,2.25,5.75,10,9,12,1.42,1.67,5.45,50.0,3.0,1.83,1.98,1.0,1.95,1.8,75.0,2,1.91,1.83,9.53,63.64,0.75,4.5,16,6.5,12.25,3.75,5.03,75.0,1.0,1,0
2025-10-26,E0,16:30,Everton,Tottenham,A,A,C Pawson,2025/2026,4,2,2.4,5.2,9,7,8,1.42,1.67,4.92,40.0,4.4,1.83,2.0,1.0,1.93,2.0,75.0,2,2.0,1.83,9.78,41.67,0.6,4.99,12,6.8,12.0,4.8,4.79,80.0,1.0,1,1
2025-11-23,E0,16:30,Arsenal,Tottenham,H,H,M Oliver,2025/2026,2,8,2.2,7.0,11,3,15,1.42,1.67,5.92,40.0,2.6,1.9,2.0,2.2,1.98,2.05,75.0,1,1.91,1.95,9.71,58.33,1.4,4.25,17,6.6,13.6,4.2,5.46,100.0,0.4,1,0
2025-12-02,E0,20:15,Newcastle,Tottenham,D,D,T Bramall,2025/2026,2,7,2.0,7.0,5,8,12,1.42,1.67,7.42,80.0,6.6,2.03,1.71,1.8,1.67,2.0,75.0,0,2.28,2.1,11.76,66.67,1.8,5.3,19,5.6,12.6,6.0,6.46,100.0,1.2,1,1
2025-12-14,E0,14:00,Nott'm Forest,Tottenham,H,H,S Barrott,2025/2026,1,6,1.6,6.2,9,6,13,1.42,1.67,6.36,80.0,3.2,1.98,2.0,1.6,1.91,1.93,75.0,1,1.91,2.0,10.36,63.64,2.0,4.54,15,4.2,10.4,6.2,5.82,100.0,1.6,1,0
2025-12-28,E0,16:30,Crystal Palace,Tottenham,A,A,J Gillett,2025/2026,4,2,1.4,3.8,7,8,5,1.42,1.67,3.83,40.0,4.2,1.88,1.93,0.6,1.93,1.9,75.0,3,2.0,1.91,8.8,41.67,1.8,4.63,15,4.4,8.2,6.0,4.17,80.0,1.2,0,0
2026-01-01,E0,20:00,Brentford,Tottenham,D,D,A Madley,2025/2026,3,2,0.8,3.2,8,9,10,1.42,1.67,4.0,60.0,5.4,2.0,2.0,2.2,1.98,2.08,75.0,1,1.94,2.0,8.86,58.33,1.8,4.78,7,3.0,6.2,4.8,4.08,60.0,0.8,0,0
2026-01-07,E0,19:30,Bournemouth,Tottenham,H,H,D England,2025/2026,4,3,1.0,4.2,19,16,10,1.42,1.67,5.0,40.0,4.2,2.0,1.79,1.2,1.73,1.93,75.0,3,2.1,2.0,9.3,50.0,1.6,4.59,11,4.2,8.4,4.6,4.71,60.0,1.4,1,0
2026-01-24,E0,15:00,Burnley,Tottenham,D,D,P Bankes,2025/2026,11,4,1.0,4.4,8,18,9,1.42,1.67,3.08,80.0,4.4,2.05,2.14,1.4,2.1,2.03,75.0,1,1.74,2.05,8.34,33.33,1.6,4.86,9,3.2,7.6,2.6,3.48,60.0,2.0,1,0
2023-08-12,E0,15:00,Bournemouth,West Ham,D,D,P Bankes,2023/2024,3,5,1.0,10.0,9,16,14,2.42,1.53,7.05,0.0,4.0,1.95,1.83,1.0,1.73,1.91,84.21,1,2.23,1.99,11.96,63.16,1.0,4.4,14,4.0,14.0,10.0,7.56,0.0,1.0,0,1
2023-08-26,E0,17:30,Brighton,West Ham,A,A,A Taylor,2023/2024,3,10,2.0,11.5,10,12,9,2.42,1.53,7.05,100.0,5.5,2.04,1.51,2.5,1.44,1.85,84.21,1,2.89,2.09,12.22,57.89,1.0,4.16,25,4.0,15.5,13.5,8.06,50.0,2.0,1,1
2023-09-01,E0,20:00,Luton,West Ham,A,A,P Tierney,2023/2024,3,1,2.0,9.0,8,9,13,2.42,1.53,6.63,100.0,6.0,1.99,1.77,1.0,1.73,2.0,84.21,1,2.29,2.0,12.06,68.42,1.0,4.63,16,4.67,13.67,12.0,7.43,66.67,2.0,1,1
2023-09-24,E0,14:00,Liverpool,West Ham,H,D,C Kavanagh,2023/2024,4,7,1.75,8.0,12,11,13,2.42,1.53,8.58,100.0,3.0,1.87,1.41,3.0,1.4,1.92,84.21,0,3.25,1.89,12.1,68.42,1.5,3.82,22,4.5,12.5,10.75,8.28,75.0,0.67,1,1
2023-10-22,E0,16:30,Aston Villa,West Ham,H,H,D Coote,2023/2024,4,7,1.6,5.0,9,14,15,2.42,1.53,6.0,100.0,4.5,2.02,1.7,4.25,1.6,1.9,84.21,0,2.45,2.03,10.67,78.95,2.0,4.16,15,5.0,10.0,10.2,6.51,80.0,0.75,1,1
2023-11-04,E0,15:00,Brentford,West Ham,H,A,T Bramall,2023/2024,2,4,1.8,4.6,12,12,14,2.42,1.53,4.84,80.0,4.0,2.05,1.82,2.0,1.7,2.04,84.21,1,2.27,2.13,10.23,68.42,2.4,4.52,16,4.8,9.4,9.0,5.71,100.0,1.6,1,0
2023-11-25,E0,15:00,Burnley,West Ham,A,D,S Barrott,2023/2024,3,5,1.6,7.8,11,11,7,2.42,1.53,5.58,60.0,3.6,1.85,2.08,0.8,2.06,1.93,84.21,1,1.97,1.86,10.58,57.89,2.4,4.41,11,5.0,12.8,6.4,6.17,100.0,2.8,1,0
2023-12-07,E0,20:15,Tottenham,West Ham,A,H,M Salisbury,2023/2024,5,7,1.6,6.6,11,11,12,2.42,1.53,7.21,80.0,4.6,1.9,1.58,1.4,1.53,2.09,84.21,3,2.69,1.92,11.36,84.21,2.4,4.43,23,4.6,11.2,6.2,6.93,100.0,1.8,1,1
2023-12-10,E0,14:00,Fulham,West Ham,H,H,P Tierney,2023/2024,5,8,1.4,6.6,5,9,10,2.42,1.53,5.89,80.0,3.4,1.82,1.88,3.2,1.86,2.02,84.21,2,2.13,1.88,10.47,63.16,2.8,4.35,14,5.0,11.6,5.4,6.12,100.0,0.8,1,0
2023-12-28,E0,20:15,Arsenal,West Ham,A,A,M Oliver,2023/2024,3,8,1.6,6.6,8,6,8,2.42,1.53,6.79,60.0,1.6,1.87,1.62,2.4,1.57,2.03,84.21,2,2.69,1.91,10.2,73.68,2.0,3.54,30,4.2,10.8,5.8,6.66,80.0,0.8,0,1
2024-01-21,E0,14:00,Sheffield United,West Ham,D,D,M Salisbury,2023/2024,5,6,1.6,4.4,11,16,10,2.42,1.53,4.11,60.0,5.6,1.88,2.14,1.2,2.03,1.91,84.21,3,1.93,1.9,9.75,84.21,1.8,4.78,21,3.8,8.2,5.8,4.97,80.0,2.0,1,0
2024-02-04,E0,14:00,Man United,West Ham,H,H,A Madley,2023/2024,3,5,1.2,7.6,10,22,5,2.42,1.53,7.84,100.0,7.0,2.11,1.63,2.0,1.57,2.03,84.21,0,2.48,2.12,12.41,68.42,2.2,5.05,12,4.4,12.0,6.0,7.36,80.0,1.6,1,1
2024-02-17,E0,15:00,Nott'm Forest,West Ham,H,H,T Bramall,2023/2024,3,8,0.8,4.2,13,10,15,2.42,1.53,4.32,80.0,5.8,1.81,1.94,1.8,1.86,1.93,84.21,4,2.06,1.83,9.78,52.63,2.4,4.76,19,4.2,8.4,5.4,5.02,60.0,1.8,0,0
2024-03-02,E0,15:00,Everton,West Ham,A,D,C Pawson,2023/2024,5,11,1.4,5.6,9,12,6,2.42,1.53,5.11,60.0,5.0,2.08,1.99,1.0,1.95,2.05,84.21,1,2.0,2.12,10.19,36.84,1.6,4.57,22,4.0,9.6,5.6,5.62,60.0,1.8,1,0
2024-03-30,E0,12:30,Newcastle,West Ham,H,A,R Jones,2023/2024,4,9,1.6,4.2,9,10,8,2.42,1.53,5.89,100.0,5.2,1.78,1.51,3.0,1.48,1.78,84.21,1,2.75,1.9,10.15,68.42,2.4,4.39,24,4.2,8.4,4.2,5.76,80.0,2.4,1,0
2024-04-06,E0,15:00,Wolves,West Ham,A,H,T Harrington,2023/2024,4,7,1.6,4.6,15,11,7,2.42,1.53,5.21,60.0,4.6,2.06,2.06,1.4,1.9,1.82,84.21,5,2.05,2.08,9.92,63.16,2.2,4.49,14,4.8,9.4,4.2,5.43,80.0,1.8,1,0
2024-04-21,E0,15:00,Crystal Palace,West Ham,H,H,G Scott,2023/2024,1,7,2.0,5.4,9,4,9,2.42,1.53,5.42,80.0,5.0,2.05,1.9,2.4,1.87,1.98,84.21,3,2.1,2.08,9.73,63.16,2.6,4.12,18,3.2,8.6,4.0,5.61,80.0,2.0,1,0
2024-05-05,E0,14:00,Chelsea,West Ham,H,H,A Madley,2023/2024,2,14,2.0,8.0,12,13,10,2.42,1.53,6.11,80.0,6.0,1.84,1.37,3.8,1.33,1.9,84.21,1,3.5,1.84,10.78,63.16,3.2,4.47,25,3.8,11.8,4.6,6.31,100.0,1.0,1,1
2024-05-19,E0,16:00,Man City,West Ham,H,H,J Brooks,2023/2024,2,12,1.6,7.6,3,3,12,2.42,1.53,8.16,80.0,2.0,1.93,1.22,3.4,1.2,1.9,84.21,0,5.2,1.96,10.97,57.89,3.6,3.44,28,3.2,10.8,6.0,7.53,100.0,0.8,1,1
2024-08-24,E0,15:00,Crystal Palace,West Ham,A,D,R Jones,2024/2025,3,2,2.0,3.0,9,18,17,1.47,1.21,4.58,0.0,3.0,1.99,1.76,0.0,1.62,1.95,42.11,1,2.35,2.02,8.69,47.37,0.0,4.04,14,3.0,6.0,3.0,4.65,0.0,2.0,0,0
2024-09-14,E0,15:00,Fulham,West Ham,D,H,T Robinson,2024/2025,3,5,1.5,5.0,15,11,18,1.47,1.21,5.32,50.0,3.5,1.82,1.9,1.5,1.86,1.89,42.11,2,2.1,1.83,8.86,63.16,0.5,3.61,21,2.5,7.5,3.0,5.25,0.0,1.0,0,0
2024-09-28,E0,15:00,Brentford,West Ham,D,H,S Hooper,2024/2025,3,3,1.33,4.33,2,19,11,1.47,1.21,5.16,66.67,7.33,1.97,1.67,2.0,1.62,1.95,42.11,2,2.4,1.98,9.64,63.16,0.67,4.41,8,4.0,8.33,4.33,5.23,0.0,1.0,0,1
2024-10-19,E0,12:30,Tottenham,West Ham,H,D,A Madley,2024/2025,4,7,1.25,10.25,10,11,15,1.47,1.21,7.16,75.0,5.0,1.86,1.38,2.75,1.33,2.0,42.11,1,3.56,1.88,11.37,73.68,1.5,4.23,22,4.25,14.5,6.5,7.14,25.0,0.75,1,1
2024-11-02,E0,15:00,Nott'm Forest,West Ham,H,H,P Bankes,2024/2025,2,6,1.0,6.4,7,4,9,1.47,1.21,4.26,20.0,5.2,2.03,2.13,1.2,2.03,1.86,42.11,1,2.0,2.06,9.64,31.58,1.8,4.39,19,4.6,11.0,7.4,5.25,40.0,0.6,1,1
2024-11-25,E0,20:00,Newcastle,West Ham,A,A,C Pawson,2024/2025,6,2,1.0,6.6,11,15,8,1.47,1.21,6.21,20.0,6.2,2.05,1.56,0.8,1.5,1.87,42.11,1,2.77,2.12,10.77,63.16,1.8,4.33,18,4.6,11.2,8.4,6.44,40.0,1.0,0,1
2024-12-03,E0,20:15,Leicester,West Ham,H,H,J Smith,2024/2025,10,6,1.0,3.4,9,31,7,1.47,1.21,4.21,60.0,7.0,2.09,1.82,1.4,1.8,2.07,42.11,2,2.26,2.16,9.65,47.37,2.2,4.63,8,6.0,9.4,8.4,5.02,60.0,1.4,1,1
2024-12-16,E0,20:00,Bournemouth,West Ham,D,D,C Kavanagh,2024/2025,3,9,1.0,6.8,6,16,11,1.47,1.21,6.32,40.0,5.8,1.98,1.59,1.4,1.53,1.91,42.11,0,2.75,1.98,10.94,31.58,2.2,4.32,29,5.8,12.6,9.4,6.62,60.0,0.8,0,1
2024-12-26,E0,15:00,Southampton,West Ham,A,D,L Smith,2024/2025,2,5,1.0,3.0,15,16,8,1.47,1.21,3.16,60.0,6.0,1.92,1.77,0.8,1.73,2.02,42.11,1,2.3,1.93,9.13,68.42,1.4,4.84,18,5.2,8.2,7.2,4.29,40.0,2.8,0,0
2025-01-04,E0,15:00,Man City,West Ham,H,H,M Salisbury,2024/2025,4,7,1.2,8.0,8,17,13,1.47,1.21,7.0,80.0,2.6,2.0,1.32,1.8,1.29,1.92,42.11,2,3.8,2.07,10.11,73.68,1.6,3.29,10,4.2,12.2,6.4,6.82,40.0,1.6,1,0
2025-01-26,E0,16:30,Aston Villa,West Ham,D,H,P Bankes,2024/2025,4,4,1.0,8.4,13,14,16,1.47,1.21,7.47,60.0,2.6,1.98,1.62,1.6,1.57,1.85,42.11,2,2.5,1.99,10.47,57.89,1.8,3.43,14,4.2,12.6,5.6,7.04,40.0,1.0,0,0
2025-02-03,E0,20:00,Chelsea,West Ham,H,A,S Attwell,2024/2025,5,3,1.0,5.4,11,14,10,1.47,1.21,6.47,100.0,3.6,1.93,1.35,2.0,1.33,1.95,42.11,3,3.58,1.95,9.65,57.89,1.6,3.44,22,3.0,8.4,5.8,6.21,40.0,1.4,1,0
2025-02-22,E0,15:00,Arsenal,West Ham,A,A,C Pawson,2024/2025,2,2,1.0,6.4,16,5,15,1.47,1.21,7.42,60.0,1.6,1.85,1.87,2.0,1.84,2.04,42.11,1,2.11,1.9,9.58,52.63,1.4,2.95,20,1.8,8.2,3.8,6.63,40.0,1.0,0,0
2025-03-15,E0,15:00,Everton,West Ham,D,D,D Bond,2024/2025,5,5,1.0,4.6,12,10,8,1.47,1.21,4.26,80.0,6.2,2.05,2.49,2.4,2.3,2.08,42.11,1,1.63,2.11,8.91,47.37,1.6,4.12,13,2.4,7.0,4.6,4.79,40.0,1.4,0,1
2025-04-01,E0,19:45,Wolves,West Ham,H,H,T Harrington,2024/2025,1,2,0.8,3.8,16,10,12,1.47,1.21,3.89,20.0,5.0,2.1,2.38,1.0,2.3,1.88,42.11,4,1.67,2.13,8.47,57.89,1.0,4.08,9,2.6,6.4,3.4,4.39,20.0,0.8,0,0
2025-04-13,E0,14:00,Liverpool,West Ham,H,H,A Madley,2024/2025,4,6,0.8,7.0,15,11,8,1.47,1.21,6.53,60.0,3.4,2.02,1.59,2.0,1.53,1.86,42.11,0,2.65,2.03,9.83,63.16,1.2,3.55,15,2.6,9.6,4.6,6.28,40.0,0.6,1,1
