Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,AST,HST,AvgLast5AwayGoalsScored,AvgLast5HomeCorners,HF,AS,AF,AvgAwayGoalsConceded,AvgAwayGoalsScored,AvgHomeCorners,Last5HomeOver2.5Perc,AvgLast5HomeCornersConceded,B365AHA,MaxC_gt_2.5,AvgLast5HomeGoalsScored,B365C_gt_2.5,B365CAHA,AwayOver2.5Perc,HY,MaxC_lt_2.5,MaxAHA,PredictedTotalCorners,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,PredictedAwayCorners,HS,AvgLast5AwayCorners,PredictedTotalCorners_Last5,AvgLast5AwayCornersConceded,PredictedHomeCorners,Last5AwayOver2.5Perc,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2026-01-07,E0,20:15,Newcastle,Leeds,H,A,M Salisbury,2025/2026,6,8,1.4,8.4,11,14,10,2.08,1.0,7.42,80.0,6.2,1.98,1.83,2.4,1.8,2.05,50.0,3,2.06,2.02,10.98,66.67,1.8,4.46,18,4.0,12.4,5.4,6.52,40.0,1.6,1,1
2026-01-26,E0,20:00,Everton,Leeds,D,A,S Hooper,2025/2026,4,3,1.2,3.6,9,14,13,2.08,1.0,4.92,40.0,4.4,1.7,2.3,1.4,2.2,1.7,50.0,0,1.67,1.75,8.72,41.67,1.4,4.13,10,4.6,8.2,4.6,4.59,20.0,1.4,0,0
2024-08-24,E0,15:00,Fulham,Leicester,H,D,D Bond,2024/2025,4,6,1.0,7.0,14,10,13,2.42,0.95,5.32,100.0,5.0,1.78,1.95,2.0,1.86,2.05,73.68,2,2.1,1.84,9.81,63.16,2.0,3.87,18,5.0,12.0,7.0,5.94,100.0,1.0,1,1
2024-09-14,E0,15:00,Crystal Palace,Leicester,D,A,T Harrington,2024/2025,4,4,1.5,4.0,11,9,15,2.42,0.95,4.58,50.0,2.5,1.82,1.92,1.0,1.88,2.05,73.68,0,2.05,1.84,9.03,47.37,2.0,3.89,20,3.5,7.5,6.0,5.14,100.0,2.0,1,0
2024-09-28,E0,15:00,Arsenal,Leicester,H,H,S Barrott,2024/2025,3,16,1.67,9.33,11,5,6,2.42,0.95,7.42,33.33,3.0,1.92,1.63,2.33,1.57,2.09,73.68,2,2.5,1.96,10.6,52.63,2.67,3.0,36,2.33,11.66,9.67,7.6,100.0,1.0,1,1
2024-10-19,E0,15:00,Southampton,Leicester,A,H,A Taylor,2024/2025,4,7,2.0,4.0,10,18,10,2.42,0.95,3.16,50.0,8.25,1.81,1.83,0.75,1.73,2.01,73.68,5,2.2,1.89,9.46,68.42,2.5,4.73,14,3.25,7.25,9.75,4.73,100.0,2.0,1,1
2024-11-02,E0,15:00,Ipswich,Leicester,D,D,T Robinson,2024/2025,6,2,1.8,5.8,11,20,10,2.42,0.95,4.11,20.0,6.0,1.9,1.76,0.8,1.67,1.88,73.68,4,2.31,1.92,9.54,52.63,2.2,4.22,14,3.8,9.6,8.6,5.32,80.0,1.6,0,0
2024-11-10,E0,14:00,Man United,Leicester,H,H,P Bankes,2024/2025,5,3,1.6,4.8,9,6,5,2.42,0.95,5.58,80.0,4.0,1.86,1.52,1.2,1.5,2.01,73.68,0,2.8,1.88,9.39,52.63,2.4,3.48,13,3.8,8.6,7.4,5.91,80.0,1.6,1,0
2024-11-30,E0,15:00,Brentford,Leicester,H,H,M Oliver,2024/2025,3,6,1.4,6.6,9,7,10,2.42,0.95,5.16,80.0,4.6,2.05,1.63,3.4,1.57,1.86,73.68,1,2.49,2.1,9.87,63.16,2.8,4.01,13,4.2,10.8,7.4,5.86,80.0,2.0,1,0
2024-12-14,E0,15:00,Newcastle,Leicester,H,H,T Bramall,2024/2025,1,11,1.0,6.2,7,4,16,2.42,0.95,6.21,40.0,4.2,2.05,1.4,1.6,1.36,1.95,73.68,3,3.2,2.06,10.14,63.16,2.8,3.99,27,4.6,10.8,5.0,6.15,80.0,1.2,1,0
2024-12-26,E0,20:00,Liverpool,Leicester,H,D,D Bond,2024/2025,1,7,0.6,7.6,17,4,5,2.42,0.95,6.53,60.0,5.0,2.04,1.24,2.2,1.17,1.94,73.68,3,5.4,2.04,10.22,63.16,3.0,3.67,19,3.6,11.2,5.8,6.55,80.0,0.8,1,1
2025-01-04,E0,15:00,Aston Villa,Leicester,H,D,J Gillett,2024/2025,2,5,0.6,9.6,10,4,11,2.42,0.95,7.47,80.0,3.0,1.98,1.45,2.0,1.4,1.99,73.68,0,3.14,1.99,10.52,57.89,3.2,3.19,13,2.8,12.4,6.4,7.33,100.0,1.0,1,0
2025-01-26,E0,14:00,Tottenham,Leicester,A,H,R Jones,2024/2025,3,6,1.0,6.4,6,12,16,2.42,0.95,7.16,100.0,6.8,1.92,1.35,2.0,1.33,1.86,73.68,1,3.58,1.94,11.04,73.68,2.8,4.1,15,2.6,9.0,7.4,6.94,100.0,3.2,1,0
2025-02-01,E0,15:00,Everton,Leicester,H,H,D Bond,2024/2025,1,7,0.8,4.6,7,9,13,2.42,0.95,4.26,40.0,5.6,1.84,2.36,1.4,2.3,1.94,73.68,0,1.68,1.86,9.14,47.37,2.8,3.98,13,3.0,7.6,7.4,5.16,100.0,1.0,1,1
2025-02-27,E0,20:00,West Ham,Leicester,H,H,S Attwell,2024/2025,2,2,0.8,3.4,12,10,6,2.42,0.95,4.63,40.0,3.6,1.82,1.97,1.0,1.95,1.88,73.68,0,2.03,1.83,8.87,57.89,2.4,3.67,8,3.2,6.6,7.0,5.2,80.0,2.0,0,0
2025-03-09,E0,14:00,Chelsea,Leicester,H,D,T Robinson,2024/2025,3,7,0.6,6.4,12,3,13,2.42,0.95,6.47,80.0,3.2,1.95,1.46,2.4,1.44,2.08,73.68,1,3.0,1.97,9.77,57.89,2.0,3.29,20,3.4,9.8,6.6,6.48,60.0,0.8,0,1
2025-04-02,E0,19:45,Man City,Leicester,H,H,D England,2024/2025,0,5,0.4,5.0,11,2,8,2.42,0.95,7.0,60.0,3.6,1.95,1.4,2.2,1.36,1.97,73.68,1,3.3,1.95,9.71,73.68,2.0,3.12,18,3.0,8.0,6.2,6.59,40.0,1.0,0,0
2025-04-12,E0,15:00,Brighton,Leicester,D,D,D Bond,2024/2025,6,7,0.4,2.6,9,15,11,2.42,0.95,4.79,100.0,6.2,2.03,1.57,1.8,1.5,1.87,73.68,2,2.77,2.08,8.89,68.42,2.2,3.82,21,3.4,6.0,5.6,5.07,40.0,1.4,1,0
2025-04-26,E0,15:00,Wolves,Leicester,H,H,S Barrott,2024/2025,2,6,0.4,3.6,7,8,17,2.42,0.95,3.89,60.0,3.6,2.03,1.82,2.0,1.73,1.97,73.68,1,2.21,2.05,8.45,57.89,2.0,3.79,20,2.6,6.2,5.4,4.66,40.0,1.0,1,0
2025-05-11,E0,14:15,Nott'm Forest,Leicester,D,D,T Harrington,2024/2025,6,4,0.8,3.0,11,10,11,2.42,0.95,4.26,20.0,5.6,1.86,1.67,0.8,1.62,2.02,73.68,3,2.38,1.88,8.93,31.58,2.0,4.11,15,2.8,5.8,5.6,4.82,60.0,1.0,1,0
2025-05-25,E0,16:00,Bournemouth,Leicester,H,D,L Smith,2024/2025,0,7,0.8,7.0,19,3,16,2.42,0.95,6.32,20.0,4.6,1.95,1.5,1.0,1.5,1.93,73.68,0,3.0,1.97,9.97,31.58,2.2,3.74,20,2.6,9.6,4.4,6.23,60.0,0.8,0,0
2023-08-13,E0,16:30,Chelsea,Liverpool,D,D,A Taylor,2023/2024,1,4,1.0,4.0,5,13,12,1.26,1.95,6.11,0.0,4.0,2.09,1.58,1.0,1.53,1.92,63.16,3,2.66,2.12,10.97,63.16,1.0,5.59,10,4.0,8.0,4.0,5.38,0.0,1.0,0,0
2023-08-27,E0,16:30,Newcastle,Liverpool,A,H,J Brooks,2023/2024,4,8,1.5,5.5,16,9,10,1.26,1.95,5.89,100.0,7.0,1.96,1.57,3.0,1.53,1.98,63.16,1,2.82,2.0,11.56,68.42,1.0,6.1,23,6.5,12.0,4.5,5.46,50.0,1.5,1,1
2023-09-16,E0,12:30,Wolves,Liverpool,A,H,M Oliver,2023/2024,6,2,2.0,4.5,10,16,4,1.26,1.95,5.21,100.0,3.5,1.98,1.57,1.0,1.53,1.91,63.16,1,2.66,2.05,10.74,63.16,1.0,5.77,11,5.67,10.17,4.33,4.97,66.67,3.5,1,0
2023-09-30,E0,17:30,Tottenham,Liverpool,H,D,S Hooper,2023/2024,4,8,1.75,10.67,11,12,17,1.26,1.95,7.21,66.67,4.33,1.96,1.44,2.0,1.36,2.01,63.16,5,3.22,2.0,12.68,84.21,1.25,5.8,24,5.5,16.17,6.25,6.88,75.0,0.67,1,1
2023-10-08,E0,14:00,Brighton,Liverpool,D,A,A Taylor,2023/2024,4,3,1.8,8.0,12,14,20,1.26,1.95,7.05,100.0,3.8,1.9,1.35,2.6,1.3,2.1,63.16,1,3.67,1.93,11.91,57.89,1.4,5.35,14,4.6,12.6,6.6,6.56,80.0,1.6,1,0
2023-11-05,E0,16:30,Luton,Liverpool,D,D,A Madley,2023/2024,6,5,1.8,7.0,7,24,13,1.26,1.95,6.63,40.0,5.2,1.85,1.38,0.8,1.36,1.93,63.16,1,3.62,1.87,12.14,68.42,1.4,5.91,8,5.2,12.2,6.6,6.23,80.0,1.4,0,1
2023-11-25,E0,12:30,Man City,Liverpool,D,H,C Kavanagh,2023/2024,3,5,1.6,6.6,9,8,11,1.26,1.95,8.16,60.0,4.0,1.96,1.58,3.2,1.48,2.05,63.16,1,2.79,2.0,12.19,57.89,1.4,5.08,16,4.6,11.2,7.4,7.11,60.0,0.8,0,1
2023-12-06,E0,19:30,Sheffield United,Liverpool,A,A,S Hooper,2023/2024,8,1,1.4,3.4,12,15,8,1.26,1.95,4.11,80.0,6.6,1.88,1.4,0.8,1.3,1.78,63.16,2,3.66,1.9,10.94,84.21,1.2,6.42,6,6.2,9.6,7.0,4.52,40.0,3.2,0,1
2023-12-09,E0,12:30,Crystal Palace,Liverpool,A,D,A Madley,2023/2024,2,4,1.6,6.4,17,14,17,1.26,1.95,5.42,60.0,5.0,1.84,1.74,0.8,1.65,1.83,63.16,5,2.42,1.89,11.14,63.16,1.0,5.72,8,6.2,12.6,5.8,5.42,40.0,1.8,1,1
2023-12-26,E0,17:30,Burnley,Liverpool,A,A,P Tierney,2023/2024,10,0,1.6,6.8,7,19,10,1.26,1.95,5.58,40.0,3.4,2.03,1.54,1.2,1.44,2.09,63.16,2,2.93,2.09,11.34,57.89,0.6,5.87,9,6.8,13.6,5.0,5.47,20.0,1.6,0,0
2024-01-21,E0,16:30,Bournemouth,Liverpool,A,D,A Madley,2023/2024,7,1,2.2,7.4,9,14,12,1.26,1.95,7.05,80.0,5.4,1.91,1.48,1.8,1.4,1.9,63.16,1,3.19,1.92,12.51,63.16,0.4,6.09,11,6.4,13.8,5.8,6.42,40.0,1.4,1,1
2024-02-04,E0,16:30,Arsenal,Liverpool,H,D,A Taylor,2023/2024,1,7,2.2,6.4,11,10,11,1.26,1.95,6.79,60.0,3.0,1.98,1.76,2.4,1.67,2.01,63.16,6,2.38,1.98,11.2,73.68,0.8,5.16,15,6.0,12.4,4.4,6.04,60.0,0.8,1,0
2024-02-17,E0,12:30,Brentford,Liverpool,A,A,M Oliver,2023/2024,8,6,2.6,6.0,4,15,18,1.26,1.95,4.84,100.0,7.4,1.99,1.5,1.4,1.44,2.05,63.16,2,3.01,2.02,11.07,68.42,1.0,6.17,15,4.8,10.8,4.2,4.9,80.0,3.0,1,0
2024-03-02,E0,15:00,Nott'm Forest,Liverpool,A,D,P Tierney,2023/2024,2,2,2.4,3.6,11,22,12,1.26,1.95,4.32,60.0,7.0,1.88,1.58,1.4,1.53,2.0,63.16,2,2.61,1.92,10.7,52.63,0.8,6.38,8,6.2,9.8,3.6,4.32,60.0,1.4,0,1
2024-04-07,E0,15:30,Man United,Liverpool,D,A,A Taylor,2023/2024,7,5,2.4,6.8,9,28,10,1.26,1.95,7.84,80.0,9.8,1.98,1.34,2.0,1.3,1.95,63.16,5,3.73,2.05,13.56,68.42,1.2,6.95,9,7.6,14.4,4.0,6.61,80.0,1.2,1,1
2024-04-21,E0,16:30,Fulham,Liverpool,A,D,C Pawson,2023/2024,7,5,2.2,5.0,5,14,11,1.26,1.95,5.89,80.0,4.4,1.92,1.48,1.6,1.44,1.86,63.16,3,2.86,1.95,11.21,63.16,1.4,5.99,12,7.4,12.4,2.6,5.22,80.0,1.2,1,0
2024-04-24,E0,20:00,Everton,Liverpool,H,H,A Madley,2023/2024,7,6,2.0,4.0,6,23,13,1.26,1.95,5.11,20.0,6.6,1.92,1.53,1.4,1.5,1.86,63.16,0,2.78,1.96,11.28,36.84,1.2,6.55,16,9.2,13.2,3.0,4.73,60.0,0.8,0,1
2024-04-27,E0,12:30,West Ham,Liverpool,D,H,A Taylor,2023/2024,8,8,1.6,6.6,8,28,10,1.26,1.95,4.68,40.0,6.2,1.75,1.42,1.2,1.36,1.85,63.16,0,3.35,1.9,11.34,52.63,1.4,6.5,11,9.6,16.2,3.8,4.84,60.0,1.6,1,1
2024-05-13,E0,20:00,Aston Villa,Liverpool,D,A,S Hooper,2023/2024,7,5,2.0,6.2,11,14,15,1.26,1.95,6.0,80.0,3.8,1.91,1.39,2.6,1.36,2.01,63.16,1,3.3,1.91,11.25,78.95,2.0,5.69,19,8.0,14.2,4.2,5.56,80.0,1.8,1,0
2024-08-17,E0,12:30,Ipswich,Liverpool,A,D,T Robinson,2024/2025,5,2,2.0,2.0,9,18,18,1.32,2.32,4.11,0.0,10.0,1.91,1.4,0.0,1.36,1.88,63.16,3,3.38,1.95,10.69,52.63,0.0,7.21,7,10.0,12.0,2.0,3.48,0.0,2.0,0,1
2024-09-01,E0,16:00,Man United,Liverpool,A,A,A Taylor,2024/2025,3,3,2.5,6.0,7,11,7,1.32,2.32,5.58,50.0,5.0,1.86,1.52,0.5,1.44,1.99,63.16,4,2.87,1.9,10.6,52.63,0.0,5.77,8,6.0,12.0,3.5,4.83,50.0,1.5,1,0
2024-09-28,E0,17:30,Wolves,Liverpool,A,A,A Taylor,2024/2025,6,3,2.33,3.67,16,10,8,1.32,2.32,3.89,100.0,7.33,1.97,1.42,1.33,1.4,1.9,63.16,2,3.17,2.0,10.23,57.89,0.33,6.61,8,7.33,11.0,3.0,3.62,66.67,3.33,1,1
2024-10-05,E0,12:30,Crystal Palace,Liverpool,A,A,S Hooper,2024/2025,4,5,2.0,3.75,7,16,15,1.32,2.32,4.58,25.0,6.0,1.75,1.7,0.5,1.67,1.88,63.16,4,2.38,1.83,10.62,47.37,0.25,6.61,9,7.5,11.25,3.0,4.01,50.0,1.25,0,1
2024-10-27,E0,16:30,Arsenal,Liverpool,D,H,A Taylor,2024/2025,4,3,2.0,8.4,14,9,14,1.32,2.32,7.42,60.0,2.6,2.08,1.91,2.4,1.84,1.95,63.16,2,2.02,2.16,11.35,52.63,0.6,5.35,9,6.6,15.0,2.6,6.0,60.0,1.2,1,0
2024-11-24,E0,14:00,Southampton,Liverpool,A,D,S Barrott,2024/2025,11,5,2.2,3.6,11,27,9,1.32,2.32,3.16,60.0,7.8,2.0,1.44,1.2,1.4,1.93,63.16,3,3.16,2.06,10.18,68.42,1.0,6.99,7,6.6,10.2,2.8,3.19,80.0,2.0,1,1
2024-12-04,E0,19:30,Newcastle,Liverpool,D,H,A Madley,2024/2025,5,6,2.2,6.2,9,16,17,1.32,2.32,6.21,20.0,5.0,2.01,1.72,1.0,1.62,2.05,63.16,2,2.43,2.04,11.45,63.16,1.6,6.32,17,7.4,13.6,2.8,5.13,80.0,1.4,1,1
2024-12-22,E0,16:30,Tottenham,Liverpool,A,A,S Barrott,2024/2025,12,5,3.0,7.4,7,24,9,1.32,2.32,7.16,80.0,6.4,1.89,1.29,2.4,1.29,2.02,63.16,1,3.99,1.92,12.28,73.68,2.0,6.41,9,6.4,13.8,3.8,5.87,80.0,2.8,1,1
2024-12-29,E0,17:15,West Ham,Liverpool,A,A,A Taylor,2024/2025,13,0,3.8,6.2,7,22,10,1.32,2.32,4.63,60.0,5.2,2.03,1.44,1.0,1.4,2.08,63.16,0,3.18,2.11,10.44,57.89,2.0,6.08,7,6.0,12.2,3.8,4.36,100.0,2.4,1,0
2025-01-14,E0,20:00,Nott'm Forest,Liverpool,D,H,C Kavanagh,2024/2025,7,3,3.6,3.6,7,23,10,1.32,2.32,4.26,40.0,6.2,2.05,1.64,1.2,1.62,2.04,63.16,2,2.49,2.11,10.45,31.58,1.8,6.57,6,7.2,10.8,3.6,3.88,80.0,1.0,0,0
2025-01-18,E0,15:00,Brentford,Liverpool,A,D,A Madley,2024/2025,8,6,3.4,4.4,6,37,14,1.32,2.32,5.16,60.0,6.4,1.89,1.35,1.4,1.33,1.99,63.16,2,3.56,1.89,10.99,63.16,1.4,6.56,11,8.2,12.6,3.4,4.43,60.0,2.2,0,1
2025-02-01,E0,15:00,Bournemouth,Liverpool,A,A,D England,2024/2025,7,3,3.2,6.4,15,19,9,1.32,2.32,6.32,20.0,4.6,1.84,1.47,1.4,1.44,1.92,63.16,2,2.92,1.88,11.43,31.58,0.8,6.2,14,7.6,14.0,3.0,5.23,40.0,0.6,0,0
2025-02-12,E0,19:30,Everton,Liverpool,D,D,M Oliver,2024/2025,4,3,2.4,4.6,9,6,20,1.32,2.32,4.26,60.0,5.2,2.01,1.87,1.8,1.8,2.06,63.16,2,2.17,2.01,10.15,47.37,0.6,6.33,10,7.2,11.8,2.0,3.82,40.0,1.4,1,0
2025-02-19,E0,19:30,Aston Villa,Liverpool,D,H,C Pawson,2024/2025,3,4,1.8,9.0,8,17,6,1.32,2.32,7.47,60.0,3.4,1.85,1.6,1.6,1.57,1.89,63.16,1,2.55,1.88,11.76,57.89,1.0,5.68,9,7.6,16.6,2.6,6.08,40.0,1.4,1,1
2025-02-23,E0,16:30,Man City,Liverpool,A,A,A Taylor,2024/2025,4,5,2.0,6.2,3,8,10,1.32,2.32,7.0,60.0,3.8,2.0,1.58,2.4,1.5,1.93,63.16,0,2.79,2.02,11.18,73.68,0.8,5.49,16,6.8,13.0,4.0,5.69,40.0,1.0,0,1
2025-04-06,E0,14:00,Fulham,Liverpool,H,H,C Kavanagh,2024/2025,6,6,2.0,5.6,10,14,9,1.32,2.32,5.32,40.0,4.0,1.86,1.87,1.4,1.8,1.98,63.16,3,2.1,1.88,10.44,63.16,1.4,5.7,12,4.6,10.2,4.4,4.74,60.0,1.2,1,0
2025-04-20,E0,16:30,Leicester,Liverpool,A,D,S Attwell,2024/2025,10,0,1.8,5.4,11,28,7,1.32,2.32,4.21,60.0,6.4,1.85,1.39,0.0,1.36,2.03,63.16,1,3.37,1.85,10.52,47.37,1.4,6.45,5,6.6,12.0,4.0,4.07,60.0,2.6,0,1
2025-05-04,E0,16:30,Chelsea,Liverpool,H,H,S Hooper,2024/2025,2,7,1.6,8.8,10,11,11,1.32,2.32,6.47,40.0,4.0,2.02,1.53,1.6,1.5,1.87,63.16,2,2.71,2.04,11.39,57.89,1.6,5.72,17,7.2,16.0,4.2,5.67,60.0,0.6,1,0
2025-05-19,E0,20:00,Brighton,Liverpool,H,A,J Brooks,2024/2025,5,12,1.6,3.8,9,18,8,1.32,2.32,4.79,80.0,2.8,1.9,1.5,1.8,1.44,1.97,63.16,1,2.9,1.9,9.92,68.42,1.8,5.73,25,6.2,10.0,3.6,4.19,60.0,2.0,1,0
2025-08-25,E0,20:00,Newcastle,Liverpool,A,A,S Hooper,2025/2026,4,3,3.0,7.0,17,5,15,1.75,1.58,7.42,100.0,1.0,1.83,1.63,2.0,1.57,2.03,75.0,2,2.5,1.83,11.07,66.67,2.0,4.51,10,1.0,8.0,7.0,6.56,100.0,3.0,1,0
2025-09-14,E0,14:00,Burnley,Liverpool,A,D,M Oliver,2025/2026,4,0,2.0,2.5,9,27,9,1.75,1.58,3.08,0.0,8.0,1.95,1.53,1.0,1.53,1.95,75.0,0,2.7,1.95,9.26,33.33,1.0,5.83,3,7.0,9.5,4.0,3.43,50.0,0.5,0,1
2025-09-27,E0,15:00,Crystal Palace,Liverpool,H,H,C Kavanagh,2025/2026,4,7,1.67,2.67,10,20,8,1.75,1.58,3.83,33.33,4.0,1.93,1.73,1.0,1.73,1.88,75.0,1,2.17,1.93,8.85,41.67,1.33,5.06,16,6.67,9.34,3.33,3.79,66.67,0.67,1,0
2025-10-04,E0,17:30,Chelsea,Liverpool,H,H,A Taylor,2025/2026,2,6,1.5,7.25,9,12,8,1.75,1.58,6.91,50.0,3.75,2.05,1.6,1.25,1.57,2.03,75.0,0,2.6,2.05,10.93,54.55,1.5,4.9,12,5.5,12.75,4.25,6.03,75.0,1.0,1,0
2025-10-25,E0,20:00,Brentford,Liverpool,H,H,S Hooper,2025/2026,5,8,1.6,3.8,7,18,10,1.75,1.58,4.0,60.0,4.6,1.98,1.57,1.8,1.57,1.83,75.0,3,2.55,1.98,9.24,58.33,1.8,5.14,17,5.2,9.0,4.4,4.1,80.0,1.2,1,0
2025-11-09,E0,16:30,Man City,Liverpool,H,H,C Kavanagh,2025/2026,1,6,1.0,8.0,14,7,15,1.75,1.58,7.08,80.0,4.0,1.98,1.5,3.2,1.5,2.03,75.0,2,2.8,1.98,10.98,58.33,2.0,4.76,14,6.4,14.4,4.4,6.22,80.0,0.4,1,1
2025-11-30,E0,14:05,West Ham,Liverpool,A,D,D England,2025/2026,5,0,1.2,7.0,12,9,14,1.75,1.58,5.67,60.0,6.0,1.9,1.53,1.4,1.5,1.93,75.0,1,2.7,22.0,10.83,75.0,2.0,5.37,7,4.2,11.2,5.6,5.46,80.0,1.8,0,0
2025-12-06,E0,17:30,Leeds,Liverpool,D,D,A Taylor,2025/2026,7,5,1.6,3.8,14,16,14,1.75,1.58,5.45,100.0,2.8,1.85,1.8,2.0,1.73,2.0,75.0,3,2.1,1.85,9.51,63.64,2.2,4.43,12,3.8,7.6,6.2,5.08,80.0,1.8,1,0
2025-12-20,E0,17:30,Tottenham,Liverpool,A,D,J Brooks,2025/2026,4,4,1.8,5.6,9,8,7,1.75,1.58,5.82,60.0,4.4,2.03,1.8,1.2,1.8,2.03,75.0,3,2.07,2.03,10.55,54.55,2.0,5.19,15,4.6,10.2,5.2,5.36,80.0,1.4,1,0
2026-01-04,E0,15:15,Fulham,Liverpool,D,H,C Pawson,2025/2026,2,2,1.8,4.8,11,10,4,1.75,1.58,5.17,60.0,4.6,1.95,1.95,1.8,1.85,1.88,75.0,1,2.0,1.95,10.28,58.33,1.8,5.39,8,5.4,10.2,4.8,4.89,80.0,1.8,1,1
2026-01-08,E0,20:00,Arsenal,Liverpool,D,D,A Taylor,2025/2026,0,4,1.8,5.0,10,8,9,1.75,1.58,5.92,60.0,2.6,1.8,1.83,2.0,1.83,1.85,75.0,2,2.08,1.8,9.46,58.33,1.2,4.22,9,4.0,9.0,4.0,5.24,60.0,0.6,0,0
2026-01-24,E0,17:30,Bournemouth,Liverpool,H,H,M Salisbury,2025/2026,4,5,1.8,4.6,7,14,7,1.75,1.58,5.0,60.0,5.2,1.9,1.57,1.8,1.57,1.98,75.0,1,2.55,1.9,9.68,50.0,1.8,5.07,12,5.8,10.4,3.2,4.61,80.0,1.6,1,1
2023-08-12,E0,15:00,Brighton,Luton,H,H,D Coote,2023/2024,3,12,1.0,6.0,11,9,12,2.53,1.26,7.05,100.0,7.0,1.95,1.62,4.0,1.53,1.92,73.68,2,2.66,2.0,11.36,57.89,4.0,4.58,27,7.0,13.0,6.0,6.78,100.0,1.0,1,1
2023-08-25,E0,20:00,Chelsea,Luton,H,H,R Jones,2023/2024,1,8,0.5,5.0,15,11,12,2.53,1.26,6.11,50.0,4.0,1.98,1.67,2.0,1.62,1.75,73.68,2,2.45,2.09,10.57,63.16,3.5,4.41,19,5.5,10.5,6.0,6.16,100.0,0.5,1,0
2023-09-16,E0,15:00,Fulham,Luton,H,D,M Salisbury,2023/2024,2,2,0.33,5.5,6,7,14,2.53,1.26,5.89,50.0,3.5,2.03,2.19,0.5,2.1,2.04,73.68,2,1.86,2.09,10.36,63.16,2.67,4.27,13,4.33,9.83,6.0,6.09,66.67,1.5,0,0
2023-09-30,E0,15:00,Everton,Luton,A,A,A Taylor,2023/2024,2,5,0.75,5.25,8,9,10,2.53,1.26,5.11,25.0,5.25,1.84,2.13,0.25,2.03,2.07,73.68,0,1.89,1.84,10.2,36.84,2.25,4.64,23,4.75,10.0,5.25,5.56,75.0,1.25,1,0
2023-10-21,E0,15:00,Nott'm Forest,Luton,D,D,S Barrott,2023/2024,4,8,1.0,4.0,12,13,11,2.53,1.26,4.32,50.0,6.0,1.99,2.24,1.5,2.1,1.95,73.68,3,1.81,2.04,9.72,52.63,2.2,4.75,19,4.2,8.2,5.0,4.97,80.0,1.25,1,0
2023-10-29,E0,14:00,Aston Villa,Luton,H,H,J Brooks,2023/2024,1,6,1.0,5.2,11,7,10,2.53,1.26,6.0,100.0,4.4,1.93,1.53,4.0,1.44,1.96,73.68,3,2.93,1.95,10.0,78.95,2.0,3.98,17,3.6,8.8,5.0,6.02,80.0,0.8,1,0
2023-11-11,E0,15:00,Man United,Luton,H,D,G Scott,2023/2024,4,4,1.0,8.6,9,10,11,2.53,1.26,7.84,60.0,5.0,1.97,1.54,0.8,1.44,2.13,73.68,0,2.76,2.02,12.19,68.42,1.6,4.72,15,3.4,12.0,6.0,7.47,60.0,1.6,0,1
2023-12-02,E0,15:00,Brentford,Luton,H,D,A Taylor,2023/2024,1,6,1.2,3.6,10,7,8,2.53,1.26,4.84,80.0,5.0,1.89,1.85,2.0,1.75,2.03,73.68,1,2.12,1.9,9.86,68.42,2.0,4.52,27,4.0,7.6,6.2,5.34,80.0,1.4,1,1
2023-12-26,E0,15:00,Sheffield United,Luton,A,A,S Allison,2023/2024,4,6,1.4,4.4,13,12,13,2.53,1.26,4.11,60.0,6.2,1.81,2.36,1.2,2.15,1.84,73.68,5,1.76,1.88,9.93,84.21,2.2,4.79,21,3.6,8.0,7.4,5.14,80.0,1.8,1,1
2024-01-12,E0,19:45,Burnley,Luton,D,H,T Harrington,2023/2024,5,7,1.2,4.8,7,14,12,2.53,1.26,5.58,40.0,4.8,1.84,2.06,1.4,2.06,2.03,73.68,1,1.92,1.87,10.43,57.89,2.0,4.48,13,4.8,9.6,7.0,5.95,60.0,1.4,0,0
2024-02-03,E0,15:00,Newcastle,Luton,D,D,T Bramall,2023/2024,8,6,1.8,6.6,13,11,16,2.53,1.26,5.89,80.0,4.2,1.98,1.67,2.2,1.57,2.02,73.68,2,2.48,1.98,10.62,68.42,2.2,4.28,19,4.4,11.0,7.4,6.34,60.0,2.0,1,0
2024-02-21,E0,19:30,Liverpool,Luton,H,A,A Madley,2023/2024,3,13,2.0,8.2,15,12,14,2.53,1.26,8.58,80.0,3.2,2.02,1.39,3.2,1.36,1.89,73.68,1,3.4,2.06,11.84,68.42,2.8,3.82,29,4.6,12.8,7.8,8.02,80.0,1.2,1,1
2024-03-09,E0,15:00,Crystal Palace,Luton,D,H,S Singh,2023/2024,2,4,2.0,7.8,20,8,11,2.53,1.26,5.42,80.0,4.2,1.89,1.9,2.2,1.85,2.0,73.68,2,2.08,1.92,10.43,63.16,2.4,4.17,21,4.8,12.6,8.0,6.26,60.0,1.4,0,1
2024-03-13,E0,19:30,Bournemouth,Luton,H,A,S Allison,2023/2024,4,10,2.0,8.6,16,8,11,2.53,1.26,7.05,60.0,5.0,1.85,1.43,1.4,1.4,2.06,73.68,1,3.1,1.9,11.82,63.16,2.8,4.54,24,4.6,13.2,8.4,7.28,60.0,2.2,1,1
