Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5HomeOver2.5Perc,HomeOver2.5Perc,HST,Last5HomeOver2.5Count,AwayOver2.5Perc,MaxAHH,AST,PredictedTotalCorners_Last5,AvgLast5AwayGoalsScored,MaxC_gt_2.5,AvgHomeCorners,AvgLast5HomeCornersConceded,AvgLast5AwayCorners,HF,AvgLast5HomeCorners,HS,AvgLast5AwayGoalsConceded,PredictedTotalCorners,Last5AwayOver2.5Perc,PAHA,PredictedHomeCorners,Last5AwayOver2.5Count,AvgLast5AwayCornersConceded,AvgAwayGoalsScored,B365CAHH,AvgHomeGoalsScored,AvgAwayCornersConceded,AvgLast5HomeGoalsScored,PredictedAwayCorners,AvgLast5HomeGoalsConceded,Over2.5,OverUnder10.5Corners
2025-05-17,D1,14:30,Dortmund,Holstein Kiel,H,H,2024/2025,80.0,76.47,6.0,4.0,82.35,2.08,2.0,10.4,1.2,1.2,6.41,2.6,3.4,12.0,7.0,19.0,1.8,9.96,60.0,1.84,6.76,3.0,7.0,1.47,1.9,2.59,7.35,2.6,3.2,0.8,1,0
2022-08-06,D1,17:30,Dortmund,Leverkusen,H,H,2022/2023,0.0,82.35,4.0,0.0,58.82,2.1,3.0,6.0,0.0,1.47,6.35,3.0,3.0,14.0,3.0,13.0,1.0,8.55,0.0,1.85,5.08,0.0,3.0,1.29,2.11,3.24,3.94,1.0,3.47,0.0,0,0
2022-08-27,D1,14:30,Mainz,Leverkusen,A,A,2022/2023,50.0,64.71,3.0,1.0,58.82,2.08,5.0,7.0,1.5,1.76,4.47,4.0,3.5,10.0,3.5,17.0,0.5,7.8,50.0,1.88,4.09,1.0,3.0,1.29,2.08,1.82,3.94,0.0,3.71,1.5,1,0
2022-09-10,D1,14:30,Hertha,Leverkusen,D,D,2022/2023,33.33,47.06,6.0,1.0,58.82,1.98,5.0,8.33,1.67,1.62,4.76,6.67,4.0,15.0,4.33,17.0,1.0,8.67,66.67,1.94,4.34,2.0,3.0,1.29,2.08,1.41,3.94,1.0,4.33,1.33,1,0
2022-09-30,D1,19:30,Bayern Munich,Leverkusen,H,H,2022/2023,50.0,64.71,10.0,2.0,58.82,1.97,5.0,11.25,1.25,1.32,8.24,1.75,3.5,10.0,7.75,20.0,1.75,9.95,75.0,1.99,6.67,3.0,3.75,1.29,1.87,3.12,3.94,2.25,3.28,0.75,1,0
2022-10-15,D1,14:30,Ein Frankfurt,Leverkusen,H,H,2022/2023,40.0,52.94,11.0,2.0,58.82,2.08,2.0,9.0,1.2,1.8,5.94,5.0,3.0,10.0,6.0,20.0,2.4,9.0,80.0,1.85,5.29,4.0,4.4,1.29,1.91,2.06,3.94,2.4,3.71,0.6,1,0
2022-10-29,D1,14:30,RB Leipzig,Leverkusen,H,H,2022/2023,60.0,76.47,6.0,3.0,58.82,2.05,1.0,9.2,1.2,1.6,4.76,4.2,3.0,9.0,6.2,10.0,2.6,8.28,80.0,1.88,4.66,4.0,4.4,1.29,1.83,2.24,3.94,2.8,3.62,0.4,0,0
2022-11-09,D1,17:30,FC Koln,Leverkusen,A,H,2022/2023,60.0,47.06,7.0,3.0,58.82,1.99,3.0,8.4,1.0,1.81,6.88,5.4,2.4,9.0,6.0,17.0,2.8,9.58,80.0,2.0,5.87,4.0,5.0,1.29,1.91,1.65,3.94,1.6,3.71,1.6,1,0
2023-01-22,D1,16:30,M'gladbach,Leverkusen,A,A,2022/2023,100.0,52.94,8.0,5.0,58.82,2.13,5.0,5.4,1.2,1.85,5.0,4.6,2.0,12.0,3.4,15.0,2.8,8.23,80.0,1.84,4.56,4.0,4.8,1.29,1.75,1.94,3.94,3.0,3.67,2.2,1,0
2023-02-03,D1,19:30,Augsburg,Leverkusen,H,D,2022/2023,40.0,41.18,5.0,2.0,58.82,2.11,4.0,5.2,1.2,1.74,4.35,3.4,1.8,14.0,3.4,10.0,2.2,7.68,60.0,1.86,4.12,3.0,4.0,1.29,1.95,0.94,3.94,1.2,3.56,1.2,0,0
2023-02-11,D1,14:30,Hoffenheim,Leverkusen,A,A,2022/2023,100.0,70.59,6.0,5.0,58.82,1.87,5.0,8.8,1.6,1.74,5.59,3.8,3.2,15.0,5.6,11.0,1.4,8.97,60.0,2.07,4.98,3.0,3.6,1.29,1.99,1.65,3.94,1.2,3.99,2.8,1,1
2023-02-26,D1,14:30,Freiburg,Leverkusen,D,H,2022/2023,60.0,41.18,4.0,3.0,58.82,1.95,4.0,6.0,1.8,1.87,3.94,3.4,3.2,14.0,2.8,9.0,1.2,7.26,60.0,1.98,3.75,3.0,3.2,1.29,2.08,1.65,3.94,2.2,3.51,1.0,0,0
2023-03-12,D1,16:30,Werder Bremen,Leverkusen,A,D,2022/2023,80.0,70.59,6.0,4.0,58.82,2.06,5.0,6.4,2.0,1.89,2.88,4.6,3.6,12.0,2.8,12.0,1.4,7.17,60.0,1.88,3.09,3.0,2.4,1.29,1.84,1.53,3.94,1.6,4.08,1.6,1,0
2023-04-01,D1,14:30,Schalke 04,Leverkusen,A,D,2022/2023,60.0,70.59,3.0,3.0,58.82,1.99,10.0,10.4,2.0,1.99,5.47,6.0,4.0,20.0,6.4,12.0,1.0,9.31,60.0,1.93,4.97,3.0,3.4,1.29,2.03,1.35,3.94,0.8,4.34,1.2,1,1
2023-04-16,D1,18:30,Wolfsburg,Leverkusen,D,D,2022/2023,60.0,76.47,3.0,3.0,58.82,2.13,4.0,8.0,2.0,1.81,4.82,5.6,5.0,10.0,3.0,11.0,0.8,8.56,60.0,1.82,4.28,3.0,3.4,1.29,2.06,2.0,3.94,1.0,4.28,1.6,0,0
2023-04-29,D1,14:30,Union Berlin,Leverkusen,D,D,2022/2023,20.0,47.06,1.0,1.0,58.82,2.14,2.0,8.6,1.4,2.32,5.29,5.4,4.2,9.0,4.4,7.0,0.6,8.9,40.0,1.84,4.69,2.0,3.6,1.29,2.05,1.76,3.94,1.2,4.21,0.2,0,0
2023-05-14,D1,14:30,Stuttgart,Leverkusen,D,D,2022/2023,60.0,47.06,1.0,3.0,58.82,1.86,3.0,8.8,1.4,1.85,5.0,6.4,4.2,7.0,4.6,9.0,0.6,8.95,40.0,2.06,4.68,2.0,4.8,1.29,1.93,1.35,3.94,1.4,4.27,1.6,0,0
2023-05-27,D1,14:30,Bochum,Leverkusen,H,H,2022/2023,80.0,64.71,5.0,4.0,58.82,1.88,2.0,10.6,0.8,1.45,5.0,6.0,4.6,12.0,6.0,10.0,0.8,9.18,40.0,2.02,4.81,2.0,4.8,1.29,2.05,1.65,3.94,2.0,4.37,2.2,1,0
2023-08-26,D1,17:30,M'gladbach,Leverkusen,A,A,2023/2024,100.0,76.47,2.0,1.0,64.71,2.0,10.0,13.0,3.0,1.63,5.71,8.0,8.0,7.0,5.0,13.0,0.0,11.38,100.0,1.91,5.1,1.0,5.0,2.47,1.89,1.59,3.82,0.0,6.28,3.0,1,1
2023-09-15,D1,19:30,Bayern Munich,Leverkusen,D,D,2023/2024,100.0,70.59,9.0,2.0,64.71,2.07,5.0,14.5,2.5,1.41,7.24,4.0,6.0,6.0,8.5,15.0,1.0,11.51,100.0,1.88,6.39,2.0,6.0,2.47,1.95,3.12,3.82,2.5,5.12,1.5,1,1
2023-09-30,D1,14:30,Mainz,Leverkusen,A,A,2023/2024,66.67,35.29,3.0,2.0,64.71,2.07,3.0,9.0,2.67,1.6,6.82,3.0,4.33,13.0,4.67,10.0,0.67,10.79,100.0,1.88,5.67,3.0,5.0,2.47,1.94,1.35,3.82,0.67,5.12,2.33,1,0
2023-10-21,D1,14:30,Wolfsburg,Leverkusen,A,D,2023/2024,50.0,64.71,7.0,2.0,64.71,1.96,6.0,7.75,2.5,1.65,4.47,5.25,4.0,15.0,3.75,18.0,0.75,9.78,100.0,1.95,4.26,4.0,4.75,2.47,1.94,1.47,3.82,1.75,5.52,0.75,1,0
2023-11-04,D1,14:30,Hoffenheim,Leverkusen,A,A,2023/2024,100.0,70.59,7.0,5.0,64.71,1.98,4.0,8.0,2.6,1.38,5.71,2.8,3.8,6.0,4.2,12.0,1.0,10.04,100.0,1.93,4.98,5.0,4.6,2.47,1.85,1.82,3.82,1.6,5.06,2.4,1,0
2023-11-25,D1,14:30,Werder Bremen,Leverkusen,A,A,2023/2024,80.0,70.59,1.0,4.0,64.71,2.0,4.0,7.4,2.6,1.46,4.12,5.6,3.4,15.0,4.0,2.0,1.0,9.73,100.0,1.93,4.0,5.0,3.8,2.47,1.91,1.71,3.82,1.6,5.73,1.8,1,0
2023-12-10,D1,14:30,Stuttgart,Leverkusen,D,H,2023/2024,60.0,76.47,12.0,3.0,64.71,1.9,6.0,10.4,2.4,1.68,5.65,4.4,4.2,8.0,6.2,22.0,0.8,10.34,80.0,2.1,5.08,4.0,4.0,2.47,1.82,2.94,3.82,2.0,5.26,1.2,0,1
2024-01-13,D1,14:30,Augsburg,Leverkusen,A,D,2023/2024,40.0,58.82,0.0,2.0,64.71,2.04,6.0,9.2,2.0,1.57,4.71,6.6,6.4,11.0,2.8,2.0,0.8,10.14,60.0,1.89,4.17,3.0,3.4,2.47,1.75,1.53,3.82,1.4,5.97,1.2,0,1
2024-01-20,D1,17:30,RB Leipzig,Leverkusen,A,H,2023/2024,80.0,58.82,6.0,4.0,64.71,1.87,5.0,15.0,2.2,1.59,6.76,4.2,7.6,11.0,7.4,11.0,1.0,11.23,60.0,2.09,5.69,3.0,2.8,2.47,1.84,2.35,3.82,2.0,5.54,1.4,1,0
2024-02-03,D1,14:30,Darmstadt,Leverkusen,A,A,2023/2024,40.0,64.71,6.0,2.0,64.71,1.89,7.0,11.4,2.0,1.64,3.76,4.2,7.6,14.0,3.8,8.0,0.6,9.38,40.0,2.02,3.68,2.0,2.8,2.47,2.03,0.88,3.82,0.4,5.7,1.8,0,0
2024-02-17,D1,14:30,Heidenheim,Leverkusen,A,A,2023/2024,60.0,58.82,3.0,3.0,64.71,1.98,4.0,12.8,1.8,1.6,6.24,4.0,7.4,15.0,5.4,6.0,0.8,11.03,40.0,1.97,5.27,2.0,3.4,2.47,2.01,1.76,3.82,1.6,5.76,1.4,1,0
2024-03-03,D1,14:30,FC Koln,Leverkusen,A,A,2023/2024,20.0,41.18,0.0,1.0,64.71,2.09,6.0,14.6,2.0,1.67,6.65,5.8,7.6,10.0,7.0,6.0,0.6,11.52,40.0,1.86,5.51,2.0,2.0,2.47,1.89,0.88,3.82,0.6,6.01,1.6,0,0
2024-03-17,D1,14:30,Freiburg,Leverkusen,A,A,2023/2024,100.0,58.82,3.0,5.0,64.71,1.96,7.0,9.6,2.4,1.7,4.41,4.6,6.8,13.0,2.8,9.0,1.0,9.47,60.0,1.95,3.9,3.0,2.4,2.47,2.09,1.65,3.82,2.2,5.57,2.6,1,0
2024-04-06,D1,14:30,Union Berlin,Leverkusen,A,A,2023/2024,40.0,58.82,1.0,2.0,64.71,1.96,8.0,12.8,2.0,2.13,5.29,6.4,7.0,10.0,5.8,8.0,0.6,10.78,40.0,1.95,4.8,2.0,3.6,2.47,2.03,1.29,3.82,1.0,5.98,1.2,0,1
2024-04-21,D1,16:30,Dortmund,Leverkusen,D,D,2023/2024,60.0,64.71,2.0,3.0,64.71,2.0,5.0,14.2,1.8,1.78,6.0,3.6,7.6,14.0,6.6,9.0,0.8,10.81,40.0,1.9,5.24,2.0,3.2,2.47,2.0,2.18,3.82,1.8,5.57,1.2,0,0
2024-05-05,D1,16:30,Ein Frankfurt,Leverkusen,A,A,2023/2024,60.0,52.94,5.0,3.0,64.71,1.99,6.0,14.8,2.4,1.8,5.71,2.6,7.6,10.0,7.2,16.0,0.8,10.49,40.0,1.92,5.26,2.0,4.4,2.47,1.73,1.71,3.82,1.6,5.23,1.6,1,1
2024-05-12,D1,18:30,Bochum,Leverkusen,A,A,2023/2024,80.0,58.82,0.0,4.0,64.71,2.01,10.0,14.2,3.0,1.62,5.12,4.4,7.0,5.0,7.2,2.0,0.8,10.77,60.0,1.91,4.95,3.0,4.6,2.47,1.92,1.53,3.82,1.4,5.82,2.4,1,0
2024-08-23,D1,19:30,M'gladbach,Leverkusen,A,A,2024/2025,100.0,58.82,7.0,1.0,58.82,2.01,9.0,6.0,3.0,1.48,4.94,4.0,4.0,11.0,2.0,14.0,2.0,8.98,100.0,1.94,4.13,1.0,2.0,2.12,1.86,1.71,4.06,2.0,4.85,3.0,1,0
2024-09-14,D1,14:30,Hoffenheim,Leverkusen,A,A,2024/2025,100.0,58.82,5.0,2.0,58.82,1.9,8.0,14.0,3.5,1.35,4.88,9.0,8.0,9.0,6.0,14.0,1.5,10.27,100.0,1.98,4.6,2.0,3.0,2.12,2.03,1.47,4.06,2.0,5.67,3.0,1,1
2024-10-26,D1,17:30,Werder Bremen,Leverkusen,D,A,2024/2025,50.0,52.94,8.0,2.0,58.82,1.85,6.0,9.5,2.5,1.46,5.12,5.0,5.5,9.0,4.0,13.0,1.5,9.52,75.0,2.07,4.61,3.0,3.75,2.12,1.99,1.24,4.06,0.5,4.91,2.0,1,0
2024-11-09,D1,14:30,Bochum,Leverkusen,D,A,2024/2025,60.0,47.06,3.0,3.0,58.82,2.09,3.0,9.2,2.2,1.37,5.76,4.8,5.2,10.0,4.0,15.0,1.4,10.02,60.0,1.84,5.0,3.0,4.2,2.12,2.05,0.94,4.06,0.8,5.02,2.6,0,0
2024-11-30,D1,14:30,Union Berlin,Leverkusen,A,D,2024/2025,60.0,47.06,2.0,3.0,58.82,1.91,3.0,8.4,2.0,2.2,4.19,3.4,5.0,18.0,3.4,8.0,1.2,8.78,60.0,2.01,4.06,3.0,4.0,2.12,1.99,1.06,4.06,1.2,4.72,1.0,1,0
2024-12-14,D1,14:30,Augsburg,Leverkusen,A,A,2024/2025,40.0,52.94,4.0,2.0,58.82,1.9,3.0,10.2,1.6,2.0,5.76,5.2,4.4,12.0,5.8,8.0,1.0,10.04,40.0,2.02,5.16,2.0,4.0,2.12,1.84,1.06,4.06,1.0,4.88,0.8,0,1
2025-01-10,D1,19:30,Dortmund,Leverkusen,A,A,2024/2025,60.0,76.47,5.0,3.0,58.82,1.81,5.0,8.8,2.0,1.56,6.41,2.6,4.4,8.0,4.4,12.0,1.2,9.55,60.0,2.11,5.38,3.0,4.0,2.12,1.94,2.59,4.06,2.0,4.17,1.2,1,0
2025-01-25,D1,14:30,RB Leipzig,Leverkusen,D,A,2024/2025,80.0,64.71,4.0,4.0,58.82,1.99,7.0,10.4,2.0,1.87,6.12,3.6,4.0,12.0,6.4,8.0,1.2,10.21,60.0,1.93,5.5,3.0,4.8,2.12,1.75,1.94,4.06,1.8,4.71,2.0,1,0
2025-02-08,D1,14:30,Wolfsburg,Leverkusen,D,D,2024/2025,80.0,58.82,8.0,4.0,58.82,2.08,1.0,11.0,1.8,1.88,5.06,5.6,5.0,7.0,6.0,13.0,1.0,9.85,60.0,1.85,4.82,3.0,4.2,2.12,2.04,1.59,4.06,2.4,5.03,1.8,0,1
2025-02-22,D1,14:30,Holstein Kiel,Leverkusen,A,A,2024/2025,80.0,70.59,3.0,4.0,58.82,2.05,8.0,9.8,1.8,1.53,3.59,7.2,6.6,11.0,3.2,4.0,0.8,9.43,40.0,1.89,3.81,2.0,5.0,2.12,1.91,1.41,4.06,2.4,5.62,2.0,0,1
2025-03-01,D1,17:30,Ein Frankfurt,Leverkusen,A,A,2024/2025,60.0,70.59,3.0,3.0,58.82,1.93,9.0,11.6,2.2,1.64,5.35,4.2,6.0,9.0,5.6,7.0,1.0,9.87,60.0,1.98,4.98,3.0,4.6,2.12,2.03,2.41,4.06,2.2,4.89,1.4,1,0
2025-03-16,D1,18:30,Stuttgart,Leverkusen,A,H,2024/2025,100.0,76.47,6.0,5.0,58.82,1.9,4.0,11.4,2.4,1.88,6.12,4.4,7.8,13.0,3.6,11.0,1.2,10.03,60.0,2.02,5.1,3.0,3.6,2.12,1.92,2.06,4.06,2.0,4.93,2.2,1,1
2025-04-05,D1,14:30,Heidenheim,Leverkusen,A,D,2024/2025,60.0,58.82,2.0,3.0,58.82,1.91,2.0,12.2,2.2,1.82,5.18,3.2,7.2,14.0,5.0,10.0,0.8,9.54,40.0,2.03,4.66,2.0,3.0,2.12,2.0,0.76,4.06,0.8,4.88,1.8,0,0
2025-04-20,D1,18:30,St Pauli,Leverkusen,D,A,2024/2025,0.0,17.65,5.0,0.0,58.82,2.03,4.0,13.2,2.4,1.91,5.06,3.0,6.2,12.0,7.0,10.0,1.0,9.46,40.0,1.88,4.82,2.0,3.2,2.12,1.99,0.59,4.06,0.6,4.64,1.0,0,0
2025-05-04,D1,16:30,Freiburg,Leverkusen,D,H,2024/2025,80.0,82.35,4.0,4.0,58.82,1.91,2.0,7.0,2.4,1.7,4.29,4.0,4.2,10.0,2.8,8.0,1.4,8.63,60.0,2.02,3.95,3.0,3.0,2.12,1.95,1.88,4.06,1.4,4.68,2.0,1,0
2025-05-17,D1,14:30,Mainz,Leverkusen,D,H,2024/2025,60.0,35.29,6.0,3.0,58.82,1.95,4.0,9.0,2.0,1.5,5.82,3.4,3.6,14.0,5.4,20.0,1.6,9.58,60.0,1.93,5.16,3.0,4.0,2.12,1.86,1.41,4.06,1.6,4.42,1.6,1,0
2025-08-30,D1,14:30,Werder Bremen,Leverkusen,D,A,2025/2026,100.0,50.0,5.0,1.0,83.33,1.93,4.0,10.0,3.0,1.48,5.17,7.0,7.0,11.0,3.0,12.0,3.0,9.4,100.0,1.95,5.19,1.0,3.0,2.0,1.93,1.33,7.0,3.0,4.21,3.0,1,0
2025-09-27,D1,14:30,St Pauli,Leverkusen,A,D,2025/2026,100.0,83.33,6.0,3.0,83.33,1.93,4.0,11.0,2.5,1.85,7.67,1.33,4.0,13.0,7.0,13.0,2.0,10.69,100.0,1.94,7.47,2.0,8.0,2.0,2.15,1.0,7.0,2.0,3.22,2.0,1,1
2025-10-18,D1,14:30,Mainz,Leverkusen,A,A,2025/2026,25.0,14.29,4.0,1.0,83.33,2.05,8.0,8.67,3.0,1.66,5.29,4.0,3.67,20.0,5.0,12.0,2.33,9.56,100.0,1.85,5.76,3.0,6.0,2.0,1.8,0.71,7.0,0.75,3.8,2.0,1,0
2025-11-01,D1,17:30,Bayern Munich,Leverkusen,H,H,2025/2026,100.0,100.0,4.0,5.0,83.33,1.95,1.0,9.95,2.25,1.4,6.29,4.2,3.75,11.0,6.2,18.0,2.5,10.43,100.0,1.92,6.53,4.0,7.0,2.0,1.93,4.14,7.0,4.0,3.9,0.2,1,1
2025-11-22,D1,14:30,Wolfsburg,Leverkusen,A,A,2025/2026,80.0,71.43,10.0,4.0,83.33,1.85,3.0,8.6,2.4,1.53,4.29,5.2,3.2,12.0,5.4,21.0,2.2,10.01,100.0,2.03,5.39,5.0,7.4,2.0,1.85,1.43,7.0,1.2,4.62,2.6,1,0
2025-12-06,D1,14:30,Augsburg,Leverkusen,H,H,2025/2026,40.0,57.14,6.0,2.0,83.33,1.98,2.0,8.2,1.8,1.68,5.43,4.2,3.2,12.0,5.0,13.0,2.0,10.01,80.0,1.93,6.02,4.0,7.8,2.0,2.05,1.29,7.0,1.2,3.99,1.6,0,1
2022-08-13,D1,17:30,Schalke 04,M'gladbach,D,H,2022/2023,100.0,70.59,5.0,1.0,70.59,1.99,9.0,9.0,2.0,1.62,5.47,7.0,7.0,12.0,2.0,14.0,2.0,9.91,100.0,1.94,5.01,1.0,2.0,1.12,2.0,1.35,6.41,2.0,4.9,2.0,1,0
2022-08-27,D1,17:30,Bayern Munich,M'gladbach,D,A,2022/2023,0.0,64.71,20.0,0.0,70.59,1.96,3.0,15.0,1.5,1.21,8.24,2.5,4.0,14.0,11.0,35.0,1.5,11.59,50.0,1.97,8.03,1.0,8.0,1.12,1.75,3.12,6.41,1.5,3.56,0.5,0,1
2022-09-11,D1,16:30,Freiburg,M'gladbach,D,D,2022/2023,33.33,41.18,8.0,1.0,70.59,2.1,5.0,10.67,1.0,1.7,3.94,4.33,4.67,13.0,6.0,13.0,1.0,9.05,33.33,1.86,5.14,1.0,7.67,1.12,1.9,1.65,6.41,0.67,3.91,1.0,0,1
2022-10-01,D1,17:30,Werder Bremen,M'gladbach,H,H,2022/2023,75.0,70.59,9.0,3.0,70.59,1.98,9.0,8.25,1.0,1.58,2.88,6.0,4.75,8.0,3.5,14.0,2.0,8.71,50.0,1.96,4.21,2.0,6.75,1.12,1.99,1.53,6.41,2.5,4.5,2.0,1,0
2022-10-15,D1,14:30,Wolfsburg,M'gladbach,D,D,2022/2023,80.0,76.47,4.0,4.0,70.59,2.0,5.0,11.8,1.2,1.8,4.82,4.8,5.0,13.0,6.8,16.0,2.0,9.97,60.0,1.94,5.61,3.0,6.8,1.12,1.81,2.0,6.41,1.8,4.36,2.0,1,1
2022-10-30,D1,14:30,Union Berlin,M'gladbach,H,A,2022/2023,40.0,47.06,5.0,2.0,70.59,2.15,3.0,8.8,1.0,1.98,5.29,6.8,4.6,17.0,4.2,14.0,2.0,10.24,60.0,1.88,5.69,3.0,7.6,1.12,1.96,1.76,6.41,1.8,4.55,0.6,1,1
2022-11-08,D1,19:30,Bochum,M'gladbach,H,H,2022/2023,60.0,64.71,4.0,3.0,70.59,1.99,2.0,10.8,1.0,1.75,5.0,5.0,5.0,11.0,5.8,13.0,2.2,10.0,80.0,1.96,5.53,4.0,6.0,1.12,1.99,1.65,6.41,1.6,4.47,1.0,1,0
2023-01-25,D1,19:30,Augsburg,M'gladbach,H,D,2022/2023,40.0,41.18,4.0,2.0,70.59,1.91,2.0,9.4,1.0,1.63,4.35,4.2,4.2,15.0,5.2,14.0,2.4,9.08,80.0,2.02,5.04,4.0,5.2,1.12,1.96,0.94,6.41,1.2,4.04,1.4,0,0
2023-01-28,D1,14:30,Hoffenheim,M'gladbach,A,A,2022/2023,80.0,70.59,5.0,4.0,70.59,2.1,5.0,9.8,1.6,1.65,5.59,3.2,3.8,23.0,6.0,15.0,1.6,9.95,80.0,1.83,5.8,4.0,5.2,1.12,2.03,1.65,6.41,1.0,4.15,2.6,1,0
2023-02-12,D1,14:30,Hertha,M'gladbach,H,D,2022/2023,60.0,47.06,7.0,3.0,70.59,2.14,3.0,8.8,1.4,1.94,4.76,4.8,3.8,12.0,5.0,17.0,2.0,9.46,80.0,1.81,5.18,4.0,4.6,1.12,2.08,1.41,6.41,1.6,4.28,2.2,1,0
2023-02-24,D1,19:30,Mainz,M'gladbach,H,H,2022/2023,80.0,64.71,8.0,4.0,70.59,1.92,2.0,6.8,1.2,1.78,4.47,4.4,3.4,17.0,3.4,14.0,2.4,8.7,80.0,2.03,4.8,4.0,4.0,1.12,1.9,1.82,6.41,2.8,3.9,1.2,1,0
2023-03-11,D1,14:30,RB Leipzig,M'gladbach,H,D,2022/2023,80.0,76.47,9.0,4.0,70.59,1.94,3.0,7.2,1.0,1.5,4.76,3.6,2.8,9.0,4.4,14.0,2.6,8.86,80.0,1.98,5.16,4.0,5.0,1.12,2.01,2.24,6.41,1.8,3.7,1.0,1,1
2023-04-02,D1,14:30,FC Koln,M'gladbach,D,D,2022/2023,20.0,47.06,5.0,1.0,70.59,1.96,2.0,10.4,1.0,1.95,6.88,2.8,2.6,18.0,7.8,12.0,2.4,10.46,80.0,1.97,6.83,4.0,6.6,1.12,1.93,1.65,6.41,0.6,3.63,0.8,0,1
2023-04-15,D1,17:30,Ein Frankfurt,M'gladbach,D,A,2022/2023,20.0,52.94,5.0,1.0,70.59,2.0,2.0,10.4,0.4,1.68,5.94,1.8,2.4,16.0,8.0,16.0,2.4,9.94,60.0,1.93,6.45,3.0,7.8,1.12,1.94,2.06,6.41,1.6,3.49,0.6,0,1
2023-04-29,D1,14:30,Stuttgart,M'gladbach,H,H,2022/2023,80.0,47.06,5.0,4.0,70.59,1.9,4.0,6.6,0.4,1.7,5.0,7.0,2.8,11.0,3.8,18.0,2.0,9.88,60.0,2.07,5.53,3.0,8.0,1.12,1.9,1.35,6.41,1.8,4.35,1.4,1,1
2023-05-13,D1,17:30,Dortmund,M'gladbach,H,H,2022/2023,100.0,82.35,13.0,5.0,70.59,2.02,8.0,9.8,0.8,1.23,6.35,3.6,3.0,10.0,6.8,33.0,2.2,10.41,60.0,1.9,6.72,3.0,9.4,1.12,1.86,3.24,6.41,4.6,3.69,0.8,1,1
2023-05-21,D1,18:30,Leverkusen,M'gladbach,D,H,2022/2023,80.0,70.59,6.0,4.0,70.59,2.02,5.0,7.2,1.2,1.42,4.71,4.4,3.6,12.0,3.6,13.0,2.0,9.15,60.0,1.93,5.31,3.0,7.6,1.12,1.75,2.06,6.41,2.0,3.84,1.2,1,0
2023-08-19,D1,14:30,Augsburg,M'gladbach,D,D,2023/2024,100.0,58.82,8.0,1.0,76.47,2.07,6.0,15.0,4.0,1.67,4.71,7.0,7.0,9.0,8.0,20.0,4.0,11.13,100.0,1.87,6.0,1.0,8.0,1.71,1.82,1.53,7.24,4.0,5.13,4.0,1,1
2023-09-17,D1,16:30,Darmstadt,M'gladbach,D,H,2023/2024,100.0,64.71,8.0,2.0,76.47,1.89,10.0,11.0,3.5,1.72,3.76,5.5,6.5,12.0,4.5,15.0,3.5,9.81,100.0,2.04,5.03,2.0,7.0,1.71,2.1,0.88,7.24,2.0,4.78,3.5,1,1
2023-09-30,D1,14:30,Bochum,M'gladbach,A,A,2023/2024,33.33,58.82,5.0,1.0,76.47,2.12,9.0,13.67,3.33,1.66,5.12,5.33,7.67,12.0,6.0,23.0,2.67,10.9,100.0,1.88,5.86,3.0,6.33,1.71,2.0,1.53,7.24,1.0,5.04,1.67,1,1
2023-10-22,D1,14:30,FC Koln,M'gladbach,H,H,2023/2024,75.0,41.18,8.0,3.0,76.47,2.07,2.0,15.25,2.75,1.7,6.65,3.0,6.5,13.0,8.75,21.0,2.75,11.7,100.0,1.85,7.02,4.0,6.75,1.71,1.87,0.88,7.24,1.25,4.68,2.0,1,1
2023-11-04,D1,14:30,Freiburg,M'gladbach,D,A,2023/2024,60.0,58.82,8.0,3.0,76.47,1.85,5.0,10.8,2.8,1.68,4.41,4.0,5.6,7.0,5.2,15.0,2.8,9.91,100.0,2.08,5.46,5.0,7.0,1.71,2.01,1.65,7.24,2.0,4.45,1.6,1,0
2023-11-25,D1,14:30,Dortmund,M'gladbach,H,H,2023/2024,60.0,64.71,13.0,3.0,76.47,1.98,3.0,10.4,2.4,1.36,6.0,3.8,5.0,11.0,5.4,20.0,2.8,10.68,100.0,1.92,6.29,5.0,6.4,1.71,2.06,2.18,7.24,2.0,4.39,1.6,1,0
2023-12-09,D1,14:30,Union Berlin,M'gladbach,H,H,2023/2024,60.0,58.82,6.0,3.0,76.47,1.91,4.0,11.8,2.0,1.93,5.29,4.0,5.2,9.0,6.6,16.0,2.8,10.64,100.0,2.0,6.02,5.0,6.4,1.71,1.73,1.29,7.24,0.8,4.62,2.0,1,1
2023-12-20,D1,19:30,Ein Frankfurt,M'gladbach,H,A,2023/2024,80.0,52.94,7.0,4.0,76.47,1.88,2.0,6.8,1.6,1.67,5.71,4.6,3.6,11.0,3.2,15.0,3.0,10.06,100.0,2.03,5.97,5.0,7.0,1.71,1.93,1.71,7.24,2.6,4.09,1.4,1,0
2024-01-27,D1,17:30,Leverkusen,M'gladbach,D,D,2023/2024,60.0,82.35,8.0,3.0,76.47,2.03,3.0,12.0,1.4,1.33,7.65,2.4,3.4,15.0,8.6,28.0,2.4,11.34,80.0,1.93,7.58,4.0,7.0,1.71,1.93,2.76,7.24,2.4,3.76,0.2,0,0
